hub-39869.txt,Em Dezembro,[3 - 14],DATE-NONE-SPC-OTHER-DATE
hub-39869.txt,Lusa,[683 - 687],ORGANIZATION-NONE-SPC-COMMERCIAL-ORGANIZATION
hub-39869.txt,Zimbabwe,[696 - 704],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,Zimbabwe,[696 - 704],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,Zimbabwe,[696 - 704],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,Reino Unido,[769 - 780],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,Reino Unido,[769 - 780],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,Reino Unido,[769 - 780],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,Mugabe,[815 - 821],PERSON-NAM-SPC-OTHER-PERSON
hub-39869.txt,"há sete anos",[883 - 895],DURATION-NONE-SPC-OTHER-DURATION
hub-39869.txt,Homem,[930 - 935],PERSONPEOPLE-NONE-SPC-OTHER-PERSONPEOPLE
hub-39869.txt,"União Europeia",[1011 - 1025],GPE-NONE-SPC-COUNTRY-GPE
hub-39869.txt,"União Europeia",[1011 - 1025],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"União Europeia",[1011 - 1025],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"União Europeia",[1011 - 1025],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,"União Africana",[1031 - 1045],GPE-NONE-SPC-COUNTRY-GPE
hub-39869.txt,"União Africana",[1031 - 1045],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"União Africana",[1031 - 1045],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"União Africana",[1031 - 1045],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,"Sócrates",[1058 - 1066],PERSON-NAM-SPC-OTHER-PERSON
hub-39869.txt,"África",[1131 - 1137],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"África",[1131 - 1137],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"África",[1131 - 1137],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,Europa,[1175 - 1181],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,Europa,[1175 - 1181],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,Europa,[1175 - 1181],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
hub-39869.txt,"África",[1189 - 1195],ORGANIZATION-NONE-SPC-GOVERNAMENTAL-ORGANIZATION
hub-39869.txt,"África",[1189 - 1195],ORGANIZATION-NONE-SPC-MUTIGOV-ORGANIZATION
hub-39869.txt,"África",[1189 - 1195],ORGANIZATION-NONE-SPC-POLITICAL-ORGANIZATION
