ric-19806.txt,"Doença de Chagas",[3 - 19],DISEASE-NONE-SPC-OTHER-DISEASE
ric-19806.txt,Triatominae,[1527 - 1538],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,entre um a dois anos,[1624 - 1644],DURATION-NONE-SPC-OTHER-DURATION
ric-19806.txt,Novo Mundo,[1865 - 1875],GPE-NONE-SPC-OTHER-GPE
ric-19806.txt,Estados Unidos,[1886 - 1900],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Chile,[1914 - 1919],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Argentina,[1922 - 1931],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,118,[1990 - 1993],MEASURE-NONE-SPC-OTHER-MEASURE
ric-19806.txt,105,[2015 - 2018],MEASURE-NONE-SPC-OTHER-MEASURE
ric-19806.txt,Novo Mundo,[2026 - 2036],GPE-NONE-SPC-OTHER-GPE
ric-19806.txt,Trypanosoma cruzi,[2088 - 2105],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Trypanosoma cruzi,[2088 - 2105],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Trypanosoma cruzi,[2088 - 2105],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Trypanosoma cruzi,[2088 - 2105],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,Trypanosoma cruzi,[2088 - 2105],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,Trypanosoma cruzi,[2088 - 2105],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,Trypanosoma cruzi,[2088 - 2105],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Trypanosoma cruzi,[2088 - 2105],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Trypanosoma cruzi,[2088 - 2105],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,"América do Sul",[2150 - 2164],GPE-NONE-SPC-OTHER-GPE
ric-19806.txt,Triatoma infestans,[2166 - 2184],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Triatoma infestans,[2166 - 2184],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Triatoma infestans,[2166 - 2184],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Triatoma infestans,[2166 - 2184],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,Triatoma infestans,[2166 - 2184],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,Triatoma infestans,[2166 - 2184],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,Triatoma infestans,[2166 - 2184],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Triatoma infestans,[2166 - 2184],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Triatoma infestans,[2166 - 2184],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. brasiliensis,[2186 - 2201],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. brasiliensis,[2186 - 2201],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. brasiliensis,[2186 - 2201],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. brasiliensis,[2186 - 2201],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. brasiliensis,[2186 - 2201],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. brasiliensis,[2186 - 2201],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. brasiliensis,[2186 - 2201],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. brasiliensis,[2186 - 2201],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. brasiliensis,[2186 - 2201],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. dimidiata,[2203 - 2215],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. dimidiata,[2203 - 2215],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. dimidiata,[2203 - 2215],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. dimidiata,[2203 - 2215],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. dimidiata,[2203 - 2215],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. dimidiata,[2203 - 2215],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. dimidiata,[2203 - 2215],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. dimidiata,[2203 - 2215],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. dimidiata,[2203 - 2215],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. sordida,[2217 - 2227],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. sordida,[2217 - 2227],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. sordida,[2217 - 2227],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. sordida,[2217 - 2227],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. sordida,[2217 - 2227],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. sordida,[2217 - 2227],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. sordida,[2217 - 2227],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. sordida,[2217 - 2227],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. sordida,[2217 - 2227],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. megistus,[2229 - 2240],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. megistus,[2229 - 2240],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. megistus,[2229 - 2240],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. megistus,[2229 - 2240],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,P. megistus,[2229 - 2240],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,P. megistus,[2229 - 2240],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,P. megistus,[2229 - 2240],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. megistus,[2229 - 2240],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. megistus,[2229 - 2240],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Rhodnius prolixus,[2243 - 2260],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Rhodnius prolixus,[2243 - 2260],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Rhodnius prolixus,[2243 - 2260],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Rhodnius prolixus,[2243 - 2260],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,Rhodnius prolixus,[2243 - 2260],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,Rhodnius prolixus,[2243 - 2260],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,Rhodnius prolixus,[2243 - 2260],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Rhodnius prolixus,[2243 - 2260],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Rhodnius prolixus,[2243 - 2260],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. infestans,[2404 - 2416],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. infestans,[2404 - 2416],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. infestans,[2404 - 2416],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. infestans,[2404 - 2416],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. infestans,[2404 - 2416],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. infestans,[2404 - 2416],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. infestans,[2404 - 2416],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. infestans,[2404 - 2416],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. infestans,[2404 - 2416],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Argentina,[2432 - 2441],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,"Bolívia",[2443 - 2450],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Brasil,[2452 - 2458],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Chile,[2460 - 2465],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Paraguai,[2467 - 2475],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Peru,[2477 - 2481],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Uruguai,[2484 - 2491],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Brasil,[2526 - 2532],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Rio Grande do Sul,[2534 - 2551],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,Peru,[2561 - 2565],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,"Bolívia",[2567 - 2574],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Argentina,[2612 - 2621],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,T. infestans,[2623 - 2635],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. infestans,[2623 - 2635],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. infestans,[2623 - 2635],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. infestans,[2623 - 2635],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. infestans,[2623 - 2635],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. infestans,[2623 - 2635],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. infestans,[2623 - 2635],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. infestans,[2623 - 2635],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. infestans,[2623 - 2635],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Triatoma,[2818 - 2826],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Triatoma,[2818 - 2826],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Triatoma,[2818 - 2826],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Triatoma,[2818 - 2826],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,Triatoma,[2818 - 2826],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,Triatoma,[2818 - 2826],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,Triatoma,[2818 - 2826],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Triatoma,[2818 - 2826],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Triatoma,[2818 - 2826],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. arthurneivai,[2858 - 2873],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. arthurneivai,[2858 - 2873],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. arthurneivai,[2858 - 2873],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. arthurneivai,[2858 - 2873],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. arthurneivai,[2858 - 2873],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. arthurneivai,[2858 - 2873],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. arthurneivai,[2858 - 2873],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. arthurneivai,[2858 - 2873],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. arthurneivai,[2858 - 2873],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Brasil,[2959 - 2965],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Bahia,[2981 - 2986],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,Minas Gerais,[2988 - 3000],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,"São Paulo",[3003 - 3012],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,"São Paulo",[3027 - 3036],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,Rodrigues et al.,[3038 - 3054],PERSONPEOPLE-NONE-SPC-OTHER-PERSONPEOPLE
ric-19806.txt,1992,[3056 - 3060],DATE-NONE-SPC-OTHER-DATE
ric-19806.txt,T. cruzi,[3154 - 3162],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[3154 - 3162],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[3154 - 3162],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[3154 - 3162],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[3154 - 3162],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[3154 - 3162],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[3154 - 3162],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. cruzi,[3154 - 3162],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. cruzi,[3154 - 3162],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Brasil,[3173 - 3179],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Rio Grande do Sul,[3194 - 3211],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,Uruguai,[3216 - 3223],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Argentina,[3238 - 3247],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,T. rubrovaria,[3274 - 3287],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. rubrovaria,[3274 - 3287],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. rubrovaria,[3274 - 3287],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. rubrovaria,[3274 - 3287],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. rubrovaria,[3274 - 3287],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. rubrovaria,[3274 - 3287],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. rubrovaria,[3274 - 3287],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. rubrovaria,[3274 - 3287],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. rubrovaria,[3274 - 3287],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,"no verão",[3441 - 3449],DATE-NONE-SPC-OTHER-DATE
ric-19806.txt,Argentina,[3454 - 3463],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,T. eratyrusiformis,[3509 - 3527],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. eratyrusiformis,[3509 - 3527],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. eratyrusiformis,[3509 - 3527],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. eratyrusiformis,[3509 - 3527],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. eratyrusiformis,[3509 - 3527],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. eratyrusiformis,[3509 - 3527],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. eratyrusiformis,[3509 - 3527],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. eratyrusiformis,[3509 - 3527],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. eratyrusiformis,[3509 - 3527],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. patagonica,[3530 - 3543],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. patagonica,[3530 - 3543],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. patagonica,[3530 - 3543],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. patagonica,[3530 - 3543],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. patagonica,[3530 - 3543],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. patagonica,[3530 - 3543],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. patagonica,[3530 - 3543],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. patagonica,[3530 - 3543],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. patagonica,[3530 - 3543],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,"à noite",[3656 - 3663],DATE-NONE-SPC-OTHER-DATE
ric-19806.txt,T. brasiliensis,[3665 - 3680],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. brasiliensis,[3665 - 3680],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. brasiliensis,[3665 - 3680],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. brasiliensis,[3665 - 3680],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. brasiliensis,[3665 - 3680],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. brasiliensis,[3665 - 3680],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. brasiliensis,[3665 - 3680],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. brasiliensis,[3665 - 3680],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. brasiliensis,[3665 - 3680],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. cruzi,[3714 - 3722],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[3714 - 3722],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[3714 - 3722],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[3714 - 3722],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[3714 - 3722],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[3714 - 3722],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[3714 - 3722],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. cruzi,[3714 - 3722],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. cruzi,[3714 - 3722],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Brasil,[3764 - 3770],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,P. megistus,[4075 - 4086],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. megistus,[4075 - 4086],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. megistus,[4075 - 4086],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,P. megistus,[4075 - 4086],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,P. megistus,[4075 - 4086],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,P. megistus,[4075 - 4086],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,P. megistus,[4075 - 4086],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. megistus,[4075 - 4086],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,P. megistus,[4075 - 4086],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Guianas,[4228 - 4235],GPE-NONE-SPC-OTHER-GPE
ric-19806.txt,Argentina,[4242 - 4251],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Minas Gerais,[4327 - 4339],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,Bahia,[4342 - 4347],GPE-NAM-SPC-OTHER-GPE
ric-19806.txt,Brasil,[4349 - 4355],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Brasil,[4392 - 4398],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Paraguai,[4410 - 4418],GPE-NONE-SPC-COUNTRY-GPE
ric-19806.txt,Didelpbideos,[4438 - 4450],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Didelpbideos,[4438 - 4450],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Didelpbideos,[4438 - 4450],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,Didelpbideos,[4438 - 4450],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,Didelpbideos,[4438 - 4450],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,Didelpbideos,[4438 - 4450],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,Didelpbideos,[4438 - 4450],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Didelpbideos,[4438 - 4450],LAW-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,Didelpbideos,[4438 - 4450],ORGANIZATION-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. cruzi,[4497 - 4505],PRODUCT-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[4497 - 4505],LAW-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[4497 - 4505],ORGANIZATION-NONE-SPC-OTHER-PRODUCT
ric-19806.txt,T. cruzi,[4497 - 4505],PRODUCT-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[4497 - 4505],LAW-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[4497 - 4505],ORGANIZATION-NONE-SPC-OTHER-LAW
ric-19806.txt,T. cruzi,[4497 - 4505],PRODUCT-NONE-SPC-OTHER-ORGANIZATION
ric-19806.txt,T. cruzi,[4497 - 4505],LAW-NONE-SPC-OTHER-ORGANIZATION
